a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,d1,d2,d3,d4,d5,e1,e2,e3,e4,e5,f1,f2,f3,f4,f5,g1,g2,g3,g4,g5,h1,h2,h3,h4,h5
3.371613261992865,6.5,1.7853571071357126,2.15,13.0,3.128844989710183,6.0,2.23606797749979,2.8,14.0,3.91704097066629,4.666666666666666,1.2909944487358056,1.1058823529411768,16.666666666666664,4.224752191739869,10.5,1.7320508075688772,0.9088235294117648,33.5,0.0,0.0,0.0,0.0,0.0,1.8905359532415076,1.0,1.0,0.5,1.0,2.415761655169832,1.0,1.118033988749895,1.0,1.0,2.4680514925039145,3.0,1.4142135623730951,0.7,5.0
3.430034453893809,6.200000000000001,1.6,1.94,12.600000000000001,2.7773330646959034,5.0,1.7320508075688772,1.1,11.0,4.169066537979235,4.333333333333333,1.2472191289246473,1.319607843137255,13.0,4.317382536540068,13.5,2.0,0.8884615384615384,44.5,0.0,0.0,0.0,0.0,0.0,2.7773330646959034,2.0,1.7320508075688772,2.0,2.0,2.415761655169832,2.5,1.118033988749895,0.45,4.5,2.7773330646959034,6.0,1.7320508075688772,0.8,14.0
3.27895005949461,4.0,1.5874507866387546,2.12,7.2,2.933815614908366,2.5,1.3228756555322954,1.35,3.5,3.8853629907423093,4.333333333333333,1.1547005383792515,0.6128205128205129,13.666666666666666,4.044287802270713,5.333333333333333,1.2018504251546631,0.48627450980392156,14.0,0.0,0.0,0.0,0.0,0.0,1.8905359532415076,3.0,1.0,0.1,9.0,1.8905359532415076,1.0,1.0,0.5,1.0,1.8905359532415076,1.0,1.0,0.5,1.0
3.5713768395740724,7.333333333333334,1.9720265943665387,3.133333333333334,11.999999999999998,3.128844989710183,5.0,2.23606797749979,3.1,11.0,4.363619651948824,12.0,2.6457513110645907,2.4000000000000004,26.0,4.331610831181586,6.0,1.5811388300841898,1.9294117647058824,16.0,1.8905359532415076,1.0,1.0,0.5,1.0,1.8905359532415076,1.0,1.0,0.5,1.0,2.4680514925039145,2.0,1.4142135623730951,1.0,2.0,1.8905359532415076,1.0,1.0,0.5,1.0
3.380289306084661,5.0,1.9525624189766635,3.0500000000000003,8.0,3.1947119277820457,4.0,1.7320508075688772,2.2,6.0,4.062207898537519,4.666666666666666,1.3333333333333335,1.0196078431372548,11.999999999999998,4.117547259566496,6.0,1.4142135623730951,0.7,13.0,0.0,0.0,0.0,0.0,0.0,1.8905359532415076,0.0,1.0,1.0,0.0,1.8905359532415076,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4327651682854015,8.5,2.449489742783178,3.45,15.5,3.128844989710183,5.0,2.23606797749979,3.1,11.0,4.158885253668007,11.0,2.23606797749979,1.1,27.0,4.158885253668007,10.0,2.23606797749979,1.7384615384615385,32.0,2.4680514925039145,2.0,1.4142135623730951,1.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8905359532415076,2.0,1.0,0.2,4.0
3.529154253102326,9.666666666666664,2.160246899469287,3.033333333333333,21.66666666666667,2.933815614908366,2.5,1.3228756555322954,1.35,3.5,4.236372820344401,5.0,1.5,1.7294117647058824,13.0,4.331610831181586,8.5,1.5811388300841898,1.508823529411765,27.5,1.8905359532415076,0.0,1.0,1.0,0.0,2.4680514925039145,4.0,1.4142135623730951,0.6,10.0,1.8905359532415076,1.0,1.0,0.5,1.0,2.7773330646959034,6.0,1.7320508075688772,1.2,18.0
3.4943110073798493,7.333333333333332,2.3333333333333335,3.8666666666666663,12.666666666666668,3.128844989710183,6.0,2.23606797749979,2.2,8.0,4.1175472595664955,3.0,1.4142135623730951,1.9000000000000001,7.0,4.08730813106686,6.0,1.4529663145135578,1.2000000000000002,18.0,0.0,0.0,0.0,0.0,0.0,1.8905359532415076,1.0,1.0,0.5,1.0,1.8905359532415076,0.0,1.0,1.0,0.0,1.8905359532415076,0.0,1.0,1.0,0.0
3.4997348764319134,9.666666666666668,2.211083193570267,3.1,22.333333333333332,3.0875069956086714,5.0,1.4142135623730951,1.2000000000000002,12.0,4.331610831181586,8.0,1.5811388300841898,1.2,20.0,4.1175472595664955,5.0,1.4142135623730951,1.1,11.0,2.4680514925039145,1.0,1.4142135623730951,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5559091219402608,11.333333333333332,2.185812841434,2.666666666666667,24.666666666666664,2.4680514925039145,3.0,1.4142135623730951,0.7,5.0,4.475879819412128,10.5,1.7320508075688772,1.8884615384615384,36.5,4.4384694706233025,15.0,2.8284271247461903,2.7,37.0,2.7773330646959034,6.0,1.7320508075688772,1.2000000000000002,18.0,2.4680514925039145,2.0,1.4142135623730951,1.0,2.0,2.4680514925039145,1.0,1.4142135623730951,1.5,1.0,1.8905359532415076,3.0,1.0,0.1,9.0
3.4136892597198516,5.25,1.5612494995995996,2.175,10.75,2.7773330646959034,6.0,1.7320508075688772,0.8,14.0,3.9624602941101115,3.0,1.5811388300841898,1.8,6.0,4.2726342250228795,7.0,2.449489742783178,3.3000000000000003,15.0,0.0,0.0,0.0,0.0,0.0,1.8905359532415076,2.0,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
